inst,v*,#t,gecode_topt,gecode_tenum
version-64-round-1,0,1,0.07175874710083008,0.06378555297851562
version-64-round-2,0,1,0.07781004905700684,0.07630729675292969
version-64-round-3,1,48,0.08466529846191406,4.411647319793701
version-64-round-4,2,32,0.10512161254882812,4.080815315246582
version-64-round-5,2,16,0.35275983810424805,1.9215292930603027
version-64-round-6,3,32,2.218111038208008,20.987440824508667
version-64-round-7,3,16,9.951566457748413,6.042898654937744
version-64-round-8,4,32,1894.593463420868,131.04461932182312
version-64-round-9,4,16,2290.3329343795776,30.10272526741028
